seqid,uniprot
SeqId_2640_3,Q04912
SeqId_2642_4,P68402
SeqId_2643_57,P22223
SeqId_2644_11,P17252
SeqId_2645_54,Q05513
SeqId_2647_66,P50395
SeqId_2649_77,P32942
SeqId_2652_15,Q03405
SeqId_2654_19,P19438
SeqId_2658_27,Q16288
SeqId_2665_26,Q02223
SeqId_2666_53,P07585
SeqId_2668_70,P04632
SeqId_2677_1,P00533
SeqId_2681_23,P14210
SeqId_2682_68,P10809
SeqId_2683_1,P01024
SeqId_2687_2,Q16674
SeqId_2692_74,P14555
SeqId_2693_20,P13725
SeqId_2695_25,P16284
SeqId_2696_87,O60542
SeqId_2697_7,P02776
SeqId_2700_56,P07225
SeqId_2704_74,O14836
SeqId_2705_5,O15444
SeqId_2706_69,P05543
SeqId_2708_54,Q9UNG2
SeqId_2714_78,Q12904
SeqId_2719_3,Q99062
SeqId_2723_9,Q9NZH6
SeqId_2728_62,P24821
SeqId_2730_58,Q29983
SeqId_2731_29,P16435
SeqId_2732_58,Q9H9S0
SeqId_2734_49,O95944
SeqId_2737_22,P48745
SeqId_2741_22,O43699
SeqId_2742_68,Q9Y286
SeqId_2743_5,Q15465
SeqId_2744_57,P01857
SeqId_2747_3,Q9BZM4
SeqId_2750_3,P02647
SeqId_2752_62,P43026
SeqId_2753_2,P02747
SeqId_2754_50,P01024
SeqId_2755_8,P01024
SeqId_2760_2,O95990
SeqId_2761_49,O76093
SeqId_2763_66,Q9NP95
SeqId_2765_4,O14793
SeqId_2769_3,P18093
SeqId_2770_51,P22362
SeqId_2771_35,P08833
SeqId_2773_50,P22301
SeqId_2774_10,Q14005
SeqId_2778_10,Q9GZX6
SeqId_2780_35,P02788
SeqId_2781_63,Q8NHW4
SeqId_2783_18,P16619
SeqId_2788_55,P08254
SeqId_2789_26,P09237
SeqId_2790_54,P02775
SeqId_2794_60,P00441
SeqId_2796_62,P02679
SeqId_2797_56,P04114
SeqId_2805_6,Q9BYF1
SeqId_2806_49,P36896
SeqId_2809_25,O75173
SeqId_2811_27,Q15389
SeqId_2813_11,O00253
SeqId_2816_50,P50895
SeqId_2819_23,P33151
SeqId_2823_7,Q86VX2
SeqId_2826_53,Q92838
SeqId_2827_23,P78423
SeqId_2828_82,O43278
SeqId_2829_19,Q14213
SeqId_2831_29,Q9UBX7
SeqId_2833_20,Q9Y5K2
SeqId_2834_54,O60259
SeqId_2835_1,P12956
SeqId_2836_68,P80188
SeqId_2837_3,P08581
SeqId_2838_53,Q9ULZ9
SeqId_2839_2,P23510
SeqId_2843_13,O43291
SeqId_2844_53,P35590
SeqId_2846_24,P62979
SeqId_2849_49,P55008
SeqId_2851_63,P01031
SeqId_2853_68,O14757
SeqId_2855_49,P27361
SeqId_2859_69,Q9BY41
SeqId_2860_19,P52292
SeqId_2864_2,Q02750
SeqId_2870_29,P63000
SeqId_2871_73,Q06609
SeqId_2875_15,P20226
SeqId_2876_74,P11387
SeqId_2877_3,P63279
SeqId_2878_66,P07947
SeqId_2879_9,P01011
SeqId_2888_49,P10643
SeqId_2889_37,Q16619
SeqId_2890_59,Q9NRJ3
SeqId_2891_1,P20273
SeqId_2900_53,Q16627
SeqId_2906_55,P05112
SeqId_2911_27,P21741
SeqId_2913_1,P55773
SeqId_2925_9,P05121
SeqId_2937_10,P02649
SeqId_2938_55,P02649
SeqId_2939_10,Q5T4W7
SeqId_2942_50,P99999
SeqId_2943_5,P08684
SeqId_2944_66,P41271
SeqId_2946_52,P00746
SeqId_2948_58,P10912
SeqId_2949_6,O15496
SeqId_2950_57,P22692
SeqId_2952_75,P05019
SeqId_2953_31,P01229
SeqId_2960_66,P27918
SeqId_2961_1,P04070
SeqId_2962_50,P12272
SeqId_2966_65,Q9Y240
SeqId_2967_8,P19320
SeqId_2968_61,O95150
SeqId_2970_60,P15514
SeqId_2972_57,P18075
SeqId_2973_15,P16671
SeqId_2974_61,Q12860
SeqId_2975_19,P29279
SeqId_2976_58,Q02413
SeqId_2977_7,Q9UNE0
SeqId_2979_8,P42830
SeqId_2982_82,P56470
SeqId_2985_35,P09341
SeqId_2987_37,P16403
SeqId_2991_9,P14778
SeqId_2992_59,Q96F46
SeqId_2993_1,O95256
SeqId_2994_71,Q9HB29
SeqId_2997_8,P57087
SeqId_2998_53,Q9BX67
SeqId_2999_6,Q13449
SeqId_3000_66,P11226
SeqId_3003_29,O14931
SeqId_3004_67,Q9BQ51
SeqId_3005_5,P18031
SeqId_3007_7,Q9Y336
SeqId_3009_3,Q03167
SeqId_3010_53,Q969D9
SeqId_3022_4,P16410
SeqId_3024_18,P08697
SeqId_3025_50,P09038
SeqId_3026_5,P20810
SeqId_3028_36,P55773
SeqId_3029_52,Q9NNX6
SeqId_3030_3,Q9H2X3
SeqId_3032_11,P01225
SeqId_3033_57,P05162
SeqId_3034_1,P14136
SeqId_3035_80,Q9UHD0
SeqId_3037_62,P01584
SeqId_3038_9,O14625
SeqId_3040_59,P10147
SeqId_3041_55,Q9UBG0
SeqId_3042_7,P02144
SeqId_3043_49,P09486
SeqId_3044_3,P55774
SeqId_3045_72,P21246
SeqId_3046_31,Q9HD89
SeqId_3049_61,P07477
SeqId_3050_7,P04275
SeqId_3052_8,P48023
SeqId_3054_3,P00738
SeqId_3055_54,P24394
SeqId_3057_55,O95388
SeqId_3059_50,Q9Y275
SeqId_3060_43,P02748
SeqId_3065_65,P12034
SeqId_3066_12,P17931
SeqId_3067_67,O60383
SeqId_3069_52,P01871
SeqId_3070_1,P60568
SeqId_3072_4,P35225
SeqId_3073_51,O95998
SeqId_3074_6,P18428
SeqId_3077_66,P00742
SeqId_3078_1,P49763
SeqId_3079_62,Q99969
SeqId_3081_70,Q9BZM6
SeqId_3082_9,Q9BZM5
SeqId_3083_71,Q9HAV5
SeqId_3091_70,O14965
SeqId_3115_64,P28482
SeqId_3122_6,Q9NR28
SeqId_3132_1,P49767
SeqId_3143_3,P01730
SeqId_3148_49,P19875
SeqId_3151_6,P01589
SeqId_3152_57,P20333
SeqId_3166_92,P20138
SeqId_3168_8,Q9UNA0
SeqId_3169_70,P35475
SeqId_3170_6,P50579
SeqId_3171_57,P05067
SeqId_3172_28,P15848
SeqId_3173_49,Q02083
SeqId_3174_2,Q9UHI8
SeqId_3175_51,Q76LX8
SeqId_3178_5,P53634
SeqId_3179_51,P10619
SeqId_3181_50,P25774
SeqId_3182_38,P49961
SeqId_3184_25,P08709
SeqId_3186_2,P06681
SeqId_3187_52,P54108
SeqId_3189_61,P98073
SeqId_3191_50,Q96NZ8
SeqId_3192_3,Q96KP4
SeqId_3194_36,Q9HCN6
SeqId_3195_50,P22749
SeqId_3196_6,P10915
SeqId_3197_70,P14735
SeqId_3198_4,P22304
SeqId_3199_54,Q9UKR0
SeqId_3201_49,Q9Y337
SeqId_3202_28,Q8NCW0
SeqId_3204_2,P09960
SeqId_3206_4,Q9Y5Y7
SeqId_3209_69,Q9NQ76
SeqId_3210_1,P53582
SeqId_3212_30,Q9NR71
SeqId_3213_65,P14543
SeqId_3216_2,P01833
SeqId_3220_40,P07949
SeqId_3221_54,Q8N474
SeqId_3222_11,Q14563
SeqId_3232_28,P13686
SeqId_3234_23,Q76M96
SeqId_3235_50,Q8TEU8
SeqId_3280_49,P16112
SeqId_3283_21,Q15582
SeqId_3284_75,P21810
SeqId_3285_23,P00736
SeqId_3290_50,Q6YHK3
SeqId_3291_30,P06734
SeqId_3292_75,P09326
SeqId_3293_2,O43866
SeqId_3294_55,P0CG37
SeqId_3296_92,Q02246
SeqId_3298_52,Q8IWV2
SeqId_3299_29,O94779
SeqId_3302_58,O76096
SeqId_3305_6,Q9NR61
SeqId_3309_2,P12318
SeqId_3310_62,P31994
SeqId_3311_27,O75015
SeqId_3312_64,P12314
SeqId_3313_21,Q15485
SeqId_3314_74,P56159
SeqId_3315_15,Q8N158
SeqId_3316_58,P05546
SeqId_3317_33,O43464
SeqId_3320_49,Q16270
SeqId_3321_2,Q13007
SeqId_3322_52,Q6UXM1
SeqId_3323_37,Q14114
SeqId_3324_51,Q9HBG7
SeqId_3325_2,O00339
SeqId_3326_58,Q9BY67
SeqId_3327_27,Q9HB63
SeqId_3329_14,O75594
SeqId_3331_8,Q6NW40
SeqId_3332_57,Q6ZVN8
SeqId_3336_50,P10646
SeqId_3339_33,P35442
SeqId_3340_53,P35443
SeqId_3341_33,P00519
SeqId_3342_76,P42684
SeqId_3343_1,Q03154
SeqId_3344_60,P01008
SeqId_3346_72,Q96GD4
SeqId_3347_9,P25098
SeqId_3348_49,P13497
SeqId_3350_53,Q9UQM7
SeqId_3351_1,Q13554
SeqId_3352_80,P23280
SeqId_3356_50,P43166
SeqId_3357_67,P20248
SeqId_3358_51,Q15078
SeqId_3359_11,P24863
SeqId_3361_26,Q9UJ71
SeqId_3362_61,Q9BU40
SeqId_3363_31,P41240
SeqId_3364_76,O60911
SeqId_3365_7,Q9UBT3
SeqId_3366_51,Q16610
SeqId_3367_8,Q9UGM5
SeqId_3373_5,P20718
SeqId_3374_49,P08631
SeqId_3376_49,Q8NFM7
SeqId_3378_49,P49862
SeqId_3379_29,P41743
SeqId_3381_24,P07948
SeqId_3387_1,O75914
SeqId_3388_58,Q9P286
SeqId_3389_7,P05154
SeqId_3390_72,P27986
SeqId_3391_10,P48736
SeqId_3392_68,Q9Y243
SeqId_3394_81,P53350
SeqId_3396_54,P00797
SeqId_3397_7,Q06124
SeqId_3399_31,Q8WWQ8
SeqId_3400_49,Q9UHD2
SeqId_3401_8,P17706
SeqId_3403_1,P20231
SeqId_3404_51,Q9NRR2
SeqId_3405_6,Q9Y3C8
SeqId_3412_7,P10415
SeqId_3413_50,Q16548
SeqId_3414_40,P51813
SeqId_3415_61,P21815
SeqId_3418_12,Q8IU85
SeqId_3419_49,Q13557
SeqId_3420_21,Q8N1Q1
SeqId_3421_54,P32971
SeqId_3422_4,P14635
SeqId_3423_59,P23946
SeqId_3427_63,P68400
SeqId_3431_54,P21709
SeqId_3432_21,P29320
SeqId_3434_34,P02751
SeqId_3435_53,P02751
SeqId_3437_80,P36888
SeqId_3438_10,O95633
SeqId_3440_7,P12544
SeqId_3441_64,P49840
SeqId_3445_53,Q13261
SeqId_3447_64,P10145
SeqId_3448_13,P06213
SeqId_3449_58,P29622
SeqId_3450_4,Q92876
SeqId_3452_17,P06239
SeqId_3453_87,P07948
SeqId_3457_57,Q15063
SeqId_3459_49,P09619
SeqId_3461_58,Q96GW7
SeqId_3466_8,P17612
SeqId_3469_74,P51812
SeqId_3470_1,P16581
SeqId_3471_49,O75716
SeqId_3472_40,O15392
SeqId_3473_78,P40238
SeqId_3474_19,P07996
SeqId_3477_63,P04629
SeqId_3480_7,P51452
SeqId_3481_87,Q9NQW7
SeqId_3484_60,P01019
SeqId_3485_28,P61769
SeqId_3486_58,P05230
SeqId_3487_32,O43927
SeqId_3488_64,P04040
SeqId_3489_9,P26441
SeqId_3494_71,O60258
SeqId_3495_15,P80162
SeqId_3497_13,P01563
SeqId_3499_77,Q9UHF5
SeqId_3503_4,P05556
SeqId_3504_58,P81172
SeqId_3505_6,Q06643
SeqId_3506_49,Q06643
SeqId_3507_1,P10584
SeqId_3508_78,O00626
SeqId_3512_72,P27142
SeqId_3516_60,P48061
SeqId_3518_54,Q96IY4
SeqId_3519_3,Q92583
SeqId_3520_58,P10600
SeqId_3521_16,P01222
SeqId_3522_57,P01282
SeqId_3525_1,NA
SeqId_3525_2,NA
SeqId_3525_3,NA
SeqId_3525_4,NA
SeqId_3534_14,P29965
SeqId_3535_84,O94907
SeqId_3538_26,P20711
SeqId_3554_24,Q15848
SeqId_3580_25,P01009
SeqId_3581_53,P02765
SeqId_3583_54,P15289
SeqId_3585_54,P35613
SeqId_3587_53,O95393
SeqId_3592_4,Q14012
SeqId_3593_72,P42574
SeqId_3600_2,Q13231
SeqId_3603_60,Q9BXN2
SeqId_3605_77,P48740
SeqId_3607_71,Q9UBP4
SeqId_3616_3,P15586
SeqId_3617_80,Q04756
SeqId_3620_67,Q8N6P7
SeqId_3622_33,Q99538
SeqId_3623_84,O95711
SeqId_3627_71,Q495T6
SeqId_3628_3,P36507
SeqId_3629_60,Q9Y5S2
SeqId_3630_27,Q8N126
SeqId_3640_14,P30533
SeqId_3647_49,Q9Y6Y9
SeqId_3650_8,P42212
SeqId_3651_50,P35968
SeqId_3685_53,Q9BY79
SeqId_3708_62,P01023
SeqId_3710_49,P00747
SeqId_3714_49,P06732
SeqId_3717_23,P08659
SeqId_3719_2,P46527
SeqId_3721_5,P06237
SeqId_3723_1,P16860
SeqId_3724_64,P26349
SeqId_3727_35,P10082
SeqId_3728_52,P09683
SeqId_3730_81,P43489
SeqId_3738_54,P09603
SeqId_3742_78,P33183
SeqId_3758_68,P04070
SeqId_3761_4,P35354
SeqId_3773_15,Q02763
SeqId_3795_6,Q13443
SeqId_3796_79,Q9BY76
SeqId_3797_1,P19022
SeqId_3798_71,Q16790
SeqId_3799_11,P07451
SeqId_3800_71,P12277
SeqId_3803_10,P28325
SeqId_3805_16,Q9NQ30
SeqId_3806_55,P54756
SeqId_3807_1,Q9GZV9
SeqId_3808_76,P21802
SeqId_3809_1,P22607
SeqId_3810_50,P09769
SeqId_3813_3,P06241
SeqId_3815_14,Q99665
SeqId_3817_18,Q04759
SeqId_3820_68,P49137
SeqId_3821_28,Q8IW41
SeqId_3822_54,Q16644
SeqId_3823_9,P42679
SeqId_3825_18,P45983
SeqId_3827_22,Q9NQU5
SeqId_3831_21,P60484
SeqId_3832_51,Q13882
SeqId_3835_11,O60603
SeqId_3836_51,P61960
SeqId_3837_6,P43403
SeqId_3839_60,O00170
SeqId_3844_2,P62937
SeqId_3845_51,Q9NP97
SeqId_3847_56,O95571
SeqId_3848_14,P04406
SeqId_3849_56,P42212
SeqId_3852_19,P25685
SeqId_3853_56,P40925
SeqId_3854_24,Q13765
SeqId_3855_56,Q06830
SeqId_3858_5,P24666
SeqId_3859_50,P25786
SeqId_3860_7,P60900
SeqId_3864_5,P62081
SeqId_3866_7,Q9Y3A5
SeqId_3867_49,Q6UXD5
SeqId_3868_8,O43765
SeqId_3872_2,P13693
SeqId_3873_51,P07202
SeqId_3874_8,P68036
SeqId_3875_62,Q99856
SeqId_3879_50,Q16543
SeqId_3881_49,P63167
SeqId_3887_90,Q14974
SeqId_3888_8,Q9UK53
SeqId_3889_64,P20700
SeqId_3890_8,P07195
SeqId_3891_56,O95243
SeqId_3892_21,Q15648
SeqId_3893_64,Q13421
SeqId_3894_15,Q9UJ70
SeqId_3896_5,P18669
SeqId_3897_61,Q96GD0
SeqId_3898_5,P51665
SeqId_3902_21,P63208
SeqId_3903_49,O95219
SeqId_3905_62,P61088
SeqId_4122_12,Q08345
SeqId_4123_60,P08620
SeqId_4124_24,P0DMV8
SeqId_4125_52,Q15109
SeqId_4126_22,P17213
SeqId_4127_75,P13671
SeqId_4128_27,O00175
SeqId_4129_72,P00751
SeqId_4130_71,P10767
SeqId_4131_72,P02751
SeqId_4132_27,P19883
SeqId_4133_54,P10144
SeqId_4135_84,P01854
SeqId_4136_40,Q8TAD2
SeqId_4137_57,Q9H293
SeqId_4138_25,Q9NYY1
SeqId_4140_3,P13232
SeqId_4141_79,P02778
SeqId_4143_74,P47992
SeqId_4144_13,Q99616
SeqId_4145_58,P20783
SeqId_4146_58,P34130
SeqId_4148_49,Q13219
SeqId_4149_8,P01127
SeqId_4150_75,P00747
SeqId_4151_6,P00747
SeqId_4152_58,P03952
SeqId_4153_11,P07288
SeqId_4154_57,P16109
SeqId_4155_3,P24821
SeqId_4156_74,P61812
SeqId_4157_2,P00734
SeqId_4158_54,P00749
SeqId_4159_130,P08603
SeqId_4160_49,P08253
SeqId_4162_54,P02787
SeqId_4163_5,P0C0S5
SeqId_4179_57,P61981
SeqId_4184_43,Q13542
SeqId_4187_49,P52209
SeqId_4188_1,O43488
SeqId_4192_10,P14550
SeqId_4194_26,Q92688
SeqId_4203_50,P23528
SeqId_4209_60,Q9NP79
SeqId_4212_5,Q9UBC2
SeqId_4217_49,Q99714
SeqId_4220_39,P16591
SeqId_4224_7,O60506
SeqId_4230_1,P78344
SeqId_4232_19,P08069
SeqId_4234_8,Q01638
SeqId_4237_70,Q9UIC8
SeqId_4240_31,P14618
SeqId_4246_40,P32004
SeqId_4249_64,P22392
SeqId_4250_23,Q9UNZ2
SeqId_4254_6,Q8IVD9
SeqId_4258_15,Q9UQ80
SeqId_4261_55,P27169
SeqId_4267_81,O00541
SeqId_4271_75,Q99471
SeqId_4272_46,P06744
SeqId_4276_10,P30086
SeqId_4278_14,P07237
SeqId_4280_47,P25787
SeqId_4282_3,P62826
SeqId_4284_18,Q14498
SeqId_4292_5,P54920
SeqId_4294_16,Q9NYA1
SeqId_4297_62,Q9HCB6
SeqId_4301_58,P04183
SeqId_4304_18,Q8N3X6
SeqId_4306_4,P29401
SeqId_4309_59,P60174
SeqId_4314_12,Q9H773
SeqId_4318_12,P29350
SeqId_4322_28,Q9BXJ7
SeqId_4324_33,P09228
SeqId_4328_2,Q9BWV1
SeqId_4332_6,Q9P126
SeqId_4337_49,P02741
SeqId_4342_10,P05362
SeqId_4355_13,Q9UIK4
SeqId_4359_87,O43781
SeqId_4374_45,Q99988
SeqId_4389_2,O43323
SeqId_4392_54,P61328
SeqId_4393_3,O43320
SeqId_4394_71,P55075
SeqId_4396_54,Q8IU54
SeqId_4397_26,Q8IZJ0
SeqId_4407_10,P26927
SeqId_4413_3,P03973
SeqId_4420_7,O43184
SeqId_4423_77,Q07817
SeqId_4429_51,Q9GZX3
SeqId_4430_44,Q9BWP8
SeqId_4435_66,Q6UWV6
SeqId_4436_1,O75355
SeqId_4437_56,O75356
SeqId_4440_15,Q96P31
SeqId_4453_83,Q86VH5
SeqId_4455_89,Q08431
SeqId_4459_68,Q16549
SeqId_4460_8,O15530
SeqId_4464_10,Q9BZZ2
SeqId_4467_49,Q14515
SeqId_4468_21,Q9NRA0
SeqId_4469_78,Q7LFX5
SeqId_4471_50,Q08188
SeqId_4472_5,P07951
SeqId_4474_19,P62979
SeqId_4476_22,P43403
SeqId_4479_14,P05155
SeqId_4480_59,P01024
SeqId_4481_34,P0C0L5
SeqId_4482_66,P13671
SeqId_4487_1,P21781
SeqId_4493_92,P20809
SeqId_4496_60,P39900
SeqId_4498_62,P13591
SeqId_4499_21,P04085
SeqId_4500_50,Q9Y240
SeqId_4533_76,Q8TE58
SeqId_4534_10,Q9GZN4
SeqId_4535_50,Q10588
SeqId_4540_11,P45973
SeqId_4541_49,Q4KMG0
SeqId_4542_24,P10909
SeqId_4543_65,Q86Y22
SeqId_4544_4,P02775
SeqId_4545_53,Q96DA6
SeqId_4546_27,Q9UHX3
SeqId_4547_59,Q9NZU1
SeqId_4548_4,P21217
SeqId_4549_78,Q11128
SeqId_4551_72,Q8IZF4
SeqId_4553_65,Q7Z4V5
SeqId_4556_10,Q6ZMJ4
SeqId_4557_61,Q8IZU9
SeqId_4559_64,Q16719
SeqId_4560_34,P06239
SeqId_4562_1,P58417
SeqId_4563_61,P19174
SeqId_4564_2,O60486
SeqId_4566_24,Q6UXX9
SeqId_4567_82,O60880
SeqId_4568_17,O94991
SeqId_4569_52,Q96PQ0
SeqId_4584_5,P68408
SeqId_4588_1,P01298
SeqId_4666_193,NA
SeqId_4666_194,NA
SeqId_4666_195,NA
SeqId_4666_199,NA
SeqId_4666_200,NA
SeqId_4666_202,NA
SeqId_4666_205,NA
SeqId_4666_206,NA
SeqId_4666_212,NA
SeqId_4666_213,NA
SeqId_4666_214,NA
SeqId_4666_218,NA
SeqId_4666_219,NA
SeqId_4666_220,NA
SeqId_4666_222,NA
SeqId_4666_223,NA
SeqId_4666_224,NA
SeqId_4666_225,NA
SeqId_4666_230,NA
SeqId_4666_232,NA
SeqId_4666_236,NA
SeqId_4673_13,P05231
SeqId_4693_72,P31937
SeqId_4697_59,P04141
SeqId_4703_87,P01374
SeqId_4706_17,P11171
SeqId_4707_50,Q04917
SeqId_4708_3,P14061
SeqId_4712_28,P05090
SeqId_4717_55,P08700
SeqId_4718_5,P23284
SeqId_4719_58,P30101
SeqId_4721_54,Q07654
SeqId_4763_31,P43652
SeqId_4769_10,Q6UX06
SeqId_4771_10,Q92484
SeqId_4775_34,P06396
SeqId_4785_30,P08185
SeqId_4792_51,Q70626
SeqId_4801_13,P22079
SeqId_4807_13,P27658
SeqId_4811_33,Q14624
SeqId_4829_43,P31947
SeqId_4831_4,P14151
SeqId_4832_75,O00220
SeqId_4834_61,P29317
SeqId_4840_73,P09919
SeqId_4842_62,P51654
SeqId_4851_25,P01583
SeqId_4862_63,Q13873
SeqId_4866_59,Q16620
SeqId_4867_15,P15692
SeqId_4874_3,P03950
SeqId_4876_32,P00740
SeqId_4878_3,P00742
SeqId_4880_21,Q9UK05
SeqId_4883_56,P01308
SeqId_4886_3,P80098
SeqId_4889_82,O00755
SeqId_4890_10,P01189
SeqId_4891_50,P01275
SeqId_4900_8,P01024
SeqId_4903_72,P63098
SeqId_4904_7,P42575
SeqId_4905_63,Q14019
SeqId_4906_35,P12259
SeqId_4907_56,P02679
SeqId_4908_6,P17813
SeqId_4909_68,O00214
SeqId_4910_21,P04054
SeqId_4911_49,P09211
SeqId_4912_17,P17174
SeqId_4913_78,O15467
SeqId_4914_10,P0DN87
SeqId_4915_64,P68871
SeqId_4916_2,P01880
SeqId_4917_62,P18084
SeqId_4920_10,P61626
SeqId_4922_13,Q99731
SeqId_4923_79,P03971
SeqId_4924_32,P03956
SeqId_4925_54,P45452
SeqId_4929_55,P04278
SeqId_4930_21,P52823
SeqId_4931_59,P13726
SeqId_4956_2,O14944
SeqId_4959_2,O95994
SeqId_4960_72,P04083
SeqId_4961_17,P07355
SeqId_4962_52,Q49AH0
SeqId_4963_19,P56211
SeqId_4964_67,Q9NZ08
SeqId_4965_27,P06576
SeqId_4967_1,Q07021
SeqId_4968_50,P40121
SeqId_4969_2,P00915
SeqId_4970_55,P00918
SeqId_4971_1,Q9UBR2
SeqId_4973_18,Q13489
SeqId_4976_57,P46108
SeqId_4978_54,Q9UJU6
SeqId_4979_34,Q07507
SeqId_4981_6,Q14574
SeqId_4982_54,P19957
SeqId_4984_83,P10768
SeqId_4985_11,Q01469
SeqId_4986_59,Q05397
SeqId_4987_17,P24071
SeqId_4988_49,P22455
SeqId_4989_7,P02679
SeqId_4990_87,P07359
SeqId_4991_12,P78333
SeqId_4992_49,P28799
SeqId_4993_16,Q16772
SeqId_4995_16,P15428
SeqId_4996_66,P04196
SeqId_4997_19,P38919
SeqId_5000_52,Q08380
SeqId_5001_6,O75556
SeqId_5002_76,P50281
SeqId_5004_69,Q15759
SeqId_5005_4,P53778
SeqId_5006_71,O15264
SeqId_5007_1,Q16539
SeqId_5008_51,P04179
SeqId_5009_11,P26038
SeqId_5011_11,P43490
SeqId_5012_67,P00568
SeqId_5013_2,O00299
SeqId_5014_49,P16333
SeqId_5015_15,Q13093
SeqId_5017_19,P30044
SeqId_5018_68,P30041
SeqId_5019_16,P09936
SeqId_5020_50,P00558
SeqId_5021_13,Q15181
SeqId_5023_23,P30566
SeqId_5024_67,P06400
SeqId_5026_66,P23396
SeqId_5028_59,Q86VB7
SeqId_5029_3,Q12884
SeqId_5030_52,Q8IXJ6
SeqId_5031_10,Q13813
SeqId_5032_64,Q08945
SeqId_5033_27,P09493
SeqId_5034_79,P07478
SeqId_5035_7,P04818
SeqId_5036_50,P98066
SeqId_5060_62,Q9NZQ7
SeqId_5061_27,O75144
SeqId_5062_60,Q15762
SeqId_5063_12,Q9BZW8
SeqId_5065_8,Q01151
SeqId_5066_134,Q08708
SeqId_5069_9,P08174
SeqId_5070_76,O95407
SeqId_5076_53,Q5JZY3
SeqId_5078_82,O15197
SeqId_5082_51,Q9NP60
SeqId_5085_18,Q9UHF4
SeqId_5087_5,Q969J5
SeqId_5088_175,Q5VWK5
SeqId_5089_11,P16871
SeqId_5090_49,Q8NHL6
SeqId_5091_28,Q8N423
SeqId_5092_51,P78504
SeqId_5093_47,Q9Y219
SeqId_5094_62,Q86YT9
SeqId_5095_21,Q99706
SeqId_5096_51,P43630
SeqId_5097_14,Q14943
SeqId_5098_79,Q9NZS2
SeqId_5100_53,Q14108
SeqId_5102_55,Q29980
SeqId_5103_30,Q8TD46
SeqId_5105_2,Q9BZR6
SeqId_5106_52,Q04721
SeqId_5107_7,P46531
SeqId_5108_72,Q9UM47
SeqId_5109_24,Q92823
SeqId_5110_84,P58400
SeqId_5111_15,Q9HDB5
SeqId_5112_73,P41217
SeqId_5114_65,P16471
SeqId_5116_62,Q9HCK4
SeqId_5117_14,Q96MS0
SeqId_5121_3,Q9H3T3
SeqId_5124_69,Q9UMF0
SeqId_5128_53,Q96DU3
SeqId_5129_12,Q14162
SeqId_5131_15,Q9NS68
SeqId_5132_71,Q6UWB1
SeqId_5133_17,P37173
SeqId_5134_52,Q8TDQ0
SeqId_5138_50,Q9NP84
SeqId_5139_32,O95185
SeqId_5178_5,Q13946
SeqId_5183_53,P54619
SeqId_5196_7,P30419
SeqId_5201_50,O76083
SeqId_5202_4,Q08752
SeqId_5204_13,P61289
SeqId_5223_59,Q14397
SeqId_5224_20,P68400
SeqId_5225_50,P67870
SeqId_5226_36,P67870
SeqId_5227_60,Q15118
SeqId_5228_25,Q02241
SeqId_5229_90,P20839
SeqId_5230_99,P04035
SeqId_5231_79,Q8NBP7
SeqId_5236_2,P20393
SeqId_5238_26,Q9UNP9
SeqId_5242_37,P45985
SeqId_5245_40,P54619
SeqId_5246_64,O00408
SeqId_5248_68,P30405
SeqId_5249_31,O94768
SeqId_5250_53,P12268
SeqId_5252_33,Q9HCR9
SeqId_5253_1,P54750
SeqId_5254_69,Q14432
SeqId_5255_22,Q08499
SeqId_5256_86,O76074
SeqId_5259_2,Q15750
SeqId_5260_80,P29597
SeqId_5261_13,P42684
SeqId_5262_57,O75815
SeqId_5264_65,P27797
SeqId_5265_12,O75791
SeqId_5268_49,P51512
SeqId_5272_55,P29353
SeqId_5275_28,P15498
SeqId_5280_68,Q9H1K4
SeqId_5301_7,P51671
SeqId_5307_12,P00740
SeqId_5312_49,P02649
SeqId_5315_22,P45379
SeqId_5316_54,P00734
SeqId_5335_73,P08133
SeqId_5337_64,P42081
SeqId_5339_49,P06702
SeqId_5340_24,Q92851
SeqId_5343_74,P16870
SeqId_5345_51,Q8WWK9
SeqId_5346_24,Q99829
SeqId_5347_59,P14635
SeqId_5349_69,O00548
SeqId_5350_14,Q9Y625
SeqId_5351_52,P22626
SeqId_5352_11,Q92956
SeqId_5353_89,P18510
SeqId_5354_11,P05783
SeqId_5355_69,O43557
SeqId_5357_60,Q8N0W4
SeqId_5358_3,Q99983
SeqId_5359_65,P11309
SeqId_5360_9,P31751
SeqId_5363_51,O15041
SeqId_5364_7,Q01105
SeqId_5383_14,Q96RJ3
SeqId_5392_73,P25445
SeqId_5400_52,P48357
SeqId_5404_53,O75509
SeqId_5410_53,P55291
SeqId_5412_53,P26842
SeqId_5430_66,P78324
SeqId_5437_63,P05413
SeqId_5440_26,P48788
SeqId_5441_67,P19429
SeqId_5443_62,P01160
SeqId_5451_1,Q13740
SeqId_5452_71,P07306
SeqId_5456_59,Q96KN2
SeqId_5457_5,Q5KU26
SeqId_5459_33,P01037
SeqId_5460_60,Q9UMR2
SeqId_5462_62,O75636
SeqId_5463_22,P54826
SeqId_5464_52,P62993
SeqId_5465_32,O60243
SeqId_5467_15,P08238
SeqId_5468_67,Q8NAC3
SeqId_5475_10,P05771
SeqId_5476_66,P05129
SeqId_5478_50,Q04609
SeqId_5480_49,P13501
SeqId_5481_16,P20936
SeqId_5483_1,Q96B86
SeqId_5484_63,P61247
SeqId_5486_73,P13598
